,Price Range,Cuisine Style,URL_TA,Number of Reviews
3811,$,,/Restaurant_Review-g186525-d4925360-Reviews-Francos-Edinburgh_Scotland.html,15.0
3812,$$ - $$$,"['Mediterranean', 'Spanish', 'Healthy']",/Restaurant_Review-g187514-d991500-Reviews-El_Alino-Madrid.html,264.0
3813,$,,/Restaurant_Review-g187309-d5531503-Reviews-Subway_Munchen-Munich_Upper_Bavaria_Bavaria.html,13.0
3814,,,/Restaurant_Review-g187309-d5607884-Reviews-Staro_Pizza_Pasta-Munich_Upper_Bavaria_Bavaria.html,7.0
3815,,,/Restaurant_Review-g187497-d1074894-Reviews-Teo_viniteca-Barcelona_Catalonia.html,2.0
3816,,,/Restaurant_Review-g187514-d12357250-Reviews-Rodilla-Madrid.html,3.0
3818,,,/Restaurant_Review-g187497-d5493285-Reviews-DSK_Catalunya-Barcelona_Catalonia.html,1.0
3819,,,/Restaurant_Review-g189400-d7975549-Reviews-Restaurant_Polis_Grand_Hotel-Athens_Attica.html,83.0
3820,,,/Restaurant_Review-g187265-d10530952-Reviews-Le_Renouveau-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0
3821,$$ - $$$,,/Restaurant_Review-g190454-d10833572-Reviews-Fleming_s_Brasserie_Wine_Bar-Vienna.html,11.0
3822,,"['Japanese', 'Sushi', 'Asian']",/Restaurant_Review-g274707-d4559233-Reviews-Sakura-Prague_Bohemia.html,18.0
3823,,,/Restaurant_Review-g190356-d743871-Reviews-Grigliata-Luxembourg_City.html,2.0
3825,,,/Restaurant_Review-g188590-d12462827-Reviews-Cafe_t_Binnepretje-Amsterdam_North_Holland_Province.html,7.0
3826,$,,/Restaurant_Review-g188644-d12320797-Reviews-Suomen_Merimieskirkko-Brussels.html,4.0
3827,,"['Cafe', 'Vegetarian Friendly']",/Restaurant_Review-g187849-d7312311-Reviews-Bar_Italia_Di_Petrolo_Angelo-Milan_Lombardy.html,35.0
3828,,,/Restaurant_Review-g189852-d5953062-Reviews-Tackel_Tag_Cafe_Och_Skeppshandel-Stockholm.html,16.0
3829,$,"['Bar', 'British', 'Pub']",/Restaurant_Review-g186338-d10476981-Reviews-Rose_Crown-London_England.html,39.0
3830,,,/Restaurant_Review-g186338-d11715119-Reviews-Highbury_Library-London_England.html,7.0
3831,,,/Restaurant_Review-g187323-d1342374-Reviews-Yogi-Berlin.html,3.0
3832,$$ - $$$,"['Lebanese', 'Mediterranean', 'Middle Eastern']",/Restaurant_Review-g187147-d1326621-Reviews-Ugarit-Paris_Ile_de_France.html,70.0
3833,,,/Restaurant_Review-g187309-d1344076-Reviews-Zum_Pasinger-Munich_Upper_Bavaria_Bavaria.html,0.0
3834,,,/Restaurant_Review-g187849-d7735259-Reviews-San_Marco-Milan_Lombardy.html,3.0
3835,,"['European', 'Croatian']",/Restaurant_Review-g187323-d3928107-Reviews-Restaurant_Pula_Grill-Berlin.html,11.0
3836,$$ - $$$,"['Chinese', 'Sushi', 'Asian']",/Restaurant_Review-g187514-d7323044-Reviews-Restaurante_Montecarmelo_Cafe-Madrid.html,13.0
3837,,,/Restaurant_Review-g187497-d6697993-Reviews-EspaiBCN_Clos_Montblanc-Barcelona_Catalonia.html,2.0
3838,,,/Restaurant_Review-g187147-d1330647-Reviews-Kaling-Paris_Ile_de_France.html,21.0
3839,$$ - $$$,"['Italian', 'Vegetarian Friendly']",/Restaurant_Review-g187323-d1037202-Reviews-La_Foresta-Berlin.html,22.0
3840,$,"['Cafe', 'Fast Food', 'Vegetarian Friendly']",/Restaurant_Review-g186338-d9739399-Reviews-Pret-London_England.html,21.0
3841,$$$$,"['French', 'German', 'International']",/Restaurant_Review-g187309-d13295128-Reviews-Cafe_und_Restaurant_Museum-Munich_Upper_Bavaria_Bavaria.html,149.0
3843,,"['Swiss', 'European']",/Restaurant_Review-g188113-d10140442-Reviews-Ey_Hof-Zurich.html,10.0
3845,,,/Restaurant_Review-g187323-d2452959-Reviews-Imbiss_Bao_Cun-Berlin.html,4.0
3846,$$ - $$$,"['European', 'Central European', 'Hungarian']",/Restaurant_Review-g274887-d12430654-Reviews-Museum_Cafe_Bistro-Budapest_Central_Hungary.html,27.0
3847,,,/Restaurant_Review-g187323-d10371886-Reviews-Anno_64-Berlin.html,5.0
3848,,,/Restaurant_Review-g274856-d12126435-Reviews-Narodowa-Warsaw_Mazovia_Province_Central_Poland.html,2.0
3849,,,/Restaurant_Review-g187514-d6453710-Reviews-Anglona-Madrid.html,8.0
3850,,,/Restaurant_Review-g187323-d9702226-Reviews-Tajmahal-Berlin.html,3.0
3851,$,"['Italian', 'Mediterranean']",/Restaurant_Review-g187791-d7983639-Reviews-The_king_of_salads_roma_prati-Rome_Lazio.html,21.0
3853,,,/Restaurant_Review-g187497-d7114413-Reviews-Alexis-Barcelona_Catalonia.html,1.0
3854,,"['Italian', 'Fast Food']",/Restaurant_Review-g188113-d2436494-Reviews-Buonappetito-Zurich.html,4.0
3855,,,/Restaurant_Review-g186338-d12219032-Reviews-Oz_Cirrik-London_England.html,4.0
3856,,,/Restaurant_Review-g274856-d10353194-Reviews-Ichiban_Sushi-Warsaw_Mazovia_Province_Central_Poland.html,2.0
3857,,,/Restaurant_Review-g187147-d12153318-Reviews-Memo_s_Resto-Paris_Ile_de_France.html,4.0
3858,$,,/Restaurant_Review-g187147-d7618751-Reviews-Les_Saveurs_D_alberto-Paris_Ile_de_France.html,13.0
3859,,,/Restaurant_Review-g187147-d4130896-Reviews-Le_DZ-Paris_Ile_de_France.html,5.0
3860,$$ - $$$,"['Mediterranean', 'Middle Eastern', 'Israeli']",/Restaurant_Review-g187323-d6457417-Reviews-Shiloh_Vegetarian_Cafe_Bistro-Berlin.html,52.0
3861,$,,/Restaurant_Review-g274924-d8293129-Reviews-Urpiner-Bratislava_Bratislava_Region.html,14.0
3862,$$ - $$$,"['Cafe', 'Healthy', 'Soups']",/Restaurant_Review-g187323-d12289536-Reviews-Wanderlust_Cafe_Yoga-Berlin.html,11.0
3863,,,/Restaurant_Review-g188057-d1044879-Reviews-Burgerland-Geneva.html,3.0
3864,,,/Restaurant_Review-g187849-d10535725-Reviews-Isola_Verde_Di_Mimmo_e_Anna-Milan_Lombardy.html,29.0
3865,,"['Italian', 'Vegetarian Friendly']",/Restaurant_Review-g187147-d13198098-Reviews-Casa_Giorgio-Paris_Ile_de_France.html,27.0
3866,,,/Restaurant_Review-g186338-d5122240-Reviews-The_Cheese_Block-London_England.html,12.0
3867,$$ - $$$,"['French', 'European']",/Restaurant_Review-g187147-d12902091-Reviews-La_Panthere_Ose-Paris_Ile_de_France.html,18.0
3868,,"['French', 'Healthy']",/Restaurant_Review-g187147-d6570873-Reviews-Pop_Tatoes-Paris_Ile_de_France.html,14.0
3869,,,/Restaurant_Review-g187514-d12710899-Reviews-Cerveceria_Canon-Madrid.html,3.0
3870,,,/Restaurant_Review-g188113-d6206439-Reviews-Blumen_Bar_Blumenkramer-Zurich.html,4.0
3871,,"['Quick Bites', 'Fast Food']",/Restaurant_Review-g186338-d11717846-Reviews-Subway-London_England.html,6.0
3872,,"['European', 'Portuguese']",/Restaurant_Review-g189158-d7322916-Reviews-Parreirinha_do_Alto_do_Pina-Lisbon_Lisbon_District_Central_Portugal.html,3.0
3873,$,"['Italian', 'Vegetarian Friendly']",/Restaurant_Review-g187849-d12658595-Reviews-Panini_Durini-Milan_Lombardy.html,20.0
3874,,,/Restaurant_Review-g187147-d7062912-Reviews-L_auberge_Buissonniere-Paris_Ile_de_France.html,2.0
3875,$$ - $$$,"['Mediterranean', 'Spanish']",/Restaurant_Review-g187514-d8462268-Reviews-La_Botica_de_Fleming_31-Madrid.html,23.0
3876,,,/Restaurant_Review-g187514-d5790597-Reviews-El_Artesano-Madrid.html,52.0
3877,$$ - $$$,"['Italian', 'Vegetarian Friendly']",/Restaurant_Review-g1136495-d10804305-Reviews-Pane_Amore_Fantasia-Woluwe_Saint_Lambert_Brussels.html,32.0
3878,,,/Restaurant_Review-g186338-d4167812-Reviews-Leader_s_Bar-London_England.html,17.0
3879,,,/Restaurant_Review-g187514-d10594026-Reviews-El_Albero_de_Las_Ventas-Madrid.html,6.0
3880,$$ - $$$,,/Restaurant_Review-g187309-d12695389-Reviews-Cafe_Mio-Munich_Upper_Bavaria_Bavaria.html,7.0
3881,,"['Spanish', 'Grill']",/Restaurant_Review-g187514-d6657041-Reviews-Restaurante_Asador_Montero-Madrid.html,11.0
3882,$$ - $$$,,/Restaurant_Review-g189400-d3709262-Reviews-Beer_Acadamy-Athens_Attica.html,15.0
3884,$$ - $$$,"['Cafe', 'European']",/Restaurant_Review-g187309-d10279811-Reviews-Thompson-Munich_Upper_Bavaria_Bavaria.html,15.0
3885,,"['European', 'Portuguese']",/Restaurant_Review-g189158-d5454315-Reviews-Utopia-Lisbon_Lisbon_District_Central_Portugal.html,13.0
3886,,,/Restaurant_Review-g187323-d5954987-Reviews-Cafe_Stadler-Berlin.html,10.0
3888,,,/Restaurant_Review-g187497-d7705243-Reviews-Schnaps-Barcelona_Catalonia.html,10.0
3889,,,/Restaurant_Review-g274856-d11626818-Reviews-Ba_Adriatico-Warsaw_Mazovia_Province_Central_Poland.html,21.0
3890,,,/Restaurant_Review-g187147-d13313748-Reviews-L_Atelier_Lazare-Paris_Ile_de_France.html,47.0
3891,,,/Restaurant_Review-g187849-d8339884-Reviews-Jin_Zhu_Jiu_Lou-Milan_Lombardy.html,4.0
3892,,,/Restaurant_Review-g187331-d5523648-Reviews-Sushi_Dreams-Hamburg.html,6.0
3893,$$ - $$$,,/Restaurant_Review-g187497-d3138611-Reviews-La_Dolcetta_2-Barcelona_Catalonia.html,22.0
3894,$,"['Italian', 'Bar', 'Cafe']",/Restaurant_Review-g187849-d11789667-Reviews-Groove_Cafe-Milan_Lombardy.html,13.0
3896,,"['European', 'Czech']",/Restaurant_Review-g274707-d7648266-Reviews-U_Kastanu_Jarov-Prague_Bohemia.html,24.0
3897,,,/Restaurant_Review-g187497-d5614387-Reviews-Sakura-Barcelona_Catalonia.html,21.0
3899,,,/Restaurant_Review-g186338-d5778615-Reviews-King_Kebab_House-London_England.html,3.0
3900,,"['Seafood', 'Asian']",/Restaurant_Review-g190454-d4794365-Reviews-Bamboo_International-Vienna.html,6.0
3901,$,"['Fast Food', 'Vegetarian Friendly']",/Restaurant_Review-g187309-d8854162-Reviews-Subway_Restaurant-Munich_Upper_Bavaria_Bavaria.html,20.0
3902,$$ - $$$,"['Mediterranean', 'Middle Eastern', 'Arabic']",/Restaurant_Review-g190454-d9791240-Reviews-Jasmin_Al_Sham-Vienna.html,50.0
3903,,"['Italian', 'Mediterranean']",/Restaurant_Review-g187849-d5430075-Reviews-Il_Gusto_del_Caffe-Milan_Lombardy.html,17.0
3904,$$ - $$$,,/Restaurant_Review-g274873-d4420200-Reviews-Gostilna_in_pizzerija_Zajcja_dobrava-Ljubljana_Upper_Carniola_Region.html,11.0
3905,$,,/Restaurant_Review-g186338-d8460513-Reviews-Eat-London_England.html,8.0
3906,,"['European', 'Portuguese']",/Restaurant_Review-g189158-d7648895-Reviews-Dewine_Tasca_Gourmet-Lisbon_Lisbon_District_Central_Portugal.html,2.0
3907,,"['Healthy', 'Soups', 'Hungarian']",/Restaurant_Review-g274887-d13153502-Reviews-Soup_More_Soup_Bar-Budapest_Central_Hungary.html,2.0
3908,$$ - $$$,,/Restaurant_Review-g190454-d10733279-Reviews-Die_Erbsenzahlerei-Vienna.html,9.0
3909,$,,/Restaurant_Review-g186338-d1319054-Reviews-Aurelia-London_England.html,8.0
3911,$,"['Quick Bites', 'German', 'Fast Food']",/Restaurant_Review-g187323-d10467593-Reviews-Konnopke_s_Imbiss-Berlin.html,761.0
3912,$$ - $$$,"['Japanese', 'Fast Food', 'Asian']",/Restaurant_Review-g186605-d12110810-Reviews-Blue_Elephant-Dublin_County_Dublin.html,28.0
3913,$,"['Japanese', 'Sushi', 'Asian']",/Restaurant_Review-g187147-d7790604-Reviews-Itouya-Paris_Ile_de_France.html,23.0
3914,,,/Restaurant_Review-g1974645-d11659467-Reviews-Sur_l_pouce-Meyrin_Geneva.html,5.0
3916,$,"['Fast Food', 'Asian', 'Thai']",/Restaurant_Review-g190454-d12105033-Reviews-Asiagourmet-Vienna.html,25.0
3918,,,/Restaurant_Review-g274707-d8489842-Reviews-T_G_Sushi_Bar-Prague_Bohemia.html,7.0
3920,,,/Restaurant_Review-g186525-d10146069-Reviews-Lucky_Star-Edinburgh_Scotland.html,5.0
3921,$$ - $$$,"['Quick Bites', 'Fast Food']",/Restaurant_Review-g186338-d12906509-Reviews-Five_Guys-London_England.html,16.0
3922,,,/Restaurant_Review-g274887-d8274263-Reviews-Valdocco-Budapest_Central_Hungary.html,10.0
3923,,,/Restaurant_Review-g274856-d12652927-Reviews-Camorra_Pasta-Warsaw_Mazovia_Province_Central_Poland.html,2.0
3924,,,/Restaurant_Review-g187514-d6813396-Reviews-El_lavadero_Plaza-Madrid.html,4.0
3925,,,/Restaurant_Review-g274873-d11729216-Reviews-Gostilnica_Stara_trta-Ljubljana_Upper_Carniola_Region.html,2.0
3926,,,/Restaurant_Review-g186338-d6614670-Reviews-Lockies_Seafood-London_England.html,1.0
3927,,"['Pub', 'Gastropub']",/Restaurant_Review-g274856-d13002809-Reviews-Czarna_Woda-Warsaw_Mazovia_Province_Central_Poland.html,1.0
3928,,,/Restaurant_Review-g187323-d5851755-Reviews-Pichelsdorfer_Grill-Berlin.html,1.0
3929,,"['Cafe', 'Deli']",/Restaurant_Review-g187323-d8543091-Reviews-Sommerhaus_KaffeeBar-Berlin.html,3.0
3930,,,/Restaurant_Review-g187147-d4881597-Reviews-Le_Bar_de_la_Marine-Paris_Ile_de_France.html,4.0
3931,$$ - $$$,"['Mediterranean', 'Spanish', 'Diner']",/Restaurant_Review-g187514-d12827739-Reviews-Zielo_de_Madrid-Madrid.html,226.0
3932,$$ - $$$,,/Restaurant_Review-g187265-d4698842-Reviews-Bouillet-Lyon_Rhone_Auvergne_Rhone_Alpes.html,130.0
3933,,,/Restaurant_Review-g187849-d8341149-Reviews-Caffe_Del_Sol_Pizz-Milan_Lombardy.html,4.0
3934,,,/Restaurant_Review-g187497-d7277877-Reviews-La_Chapelle-Barcelona_Catalonia.html,48.0
3936,,,/Restaurant_Review-g187497-d997413-Reviews-Restaurante_Nao_Colon-Barcelona_Catalonia.html,6.0
3937,$,,/Restaurant_Review-g274856-d10770025-Reviews-Silver_Dragon-Warsaw_Mazovia_Province_Central_Poland.html,18.0
3938,,,/Restaurant_Review-g274924-d8473529-Reviews-Kaviaren_a_Bar_Kobyla-Bratislava_Bratislava_Region.html,4.0
3939,,"['Mexican', 'Spanish']",/Restaurant_Review-g186338-d3536663-Reviews-Juan_el_paso_tex_mex-London_England.html,3.0
3941,,,/Restaurant_Review-g187514-d9848583-Reviews-La_Estufa-Madrid.html,2.0
3943,,,/Restaurant_Review-g274707-d7124163-Reviews-McCafe-Prague_Bohemia.html,5.0
3944,,,/Restaurant_Review-g189400-d3469308-Reviews-Motivo_Restaurant-Athens_Attica.html,1.0
3946,$,,/Restaurant_Review-g187514-d10335975-Reviews-Gambrinus-Madrid.html,48.0
3947,,,/Restaurant_Review-g187323-d1967937-Reviews-Cafe_Paula-Berlin.html,12.0
3948,,,/Restaurant_Review-g189400-d13222001-Reviews-Arazo-Athens_Attica.html,3.0
3949,$,,/Restaurant_Review-g189852-d5972277-Reviews-Cafe_Eugenia_Ditt_Dagliga_Brod-Stockholm.html,25.0
3950,,,/Restaurant_Review-g186338-d4814835-Reviews-Three_Crowns-London_England.html,7.0
3951,,,/Restaurant_Review-g950784-d5890468-Reviews-Mei_Wei_Cheng-Jette_Brussels.html,10.0
3952,$,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",/Restaurant_Review-g187309-d2167546-Reviews-Saigonimbiss-Munich_Upper_Bavaria_Bavaria.html,18.0
3953,$$ - $$$,,/Restaurant_Review-g187147-d2650297-Reviews-Les_Papilles-Paris_Ile_de_France.html,12.0
3954,,,/Restaurant_Review-g189400-d3709521-Reviews-Panorama-Athens_Attica.html,13.0
3955,,"['French', 'Mediterranean', 'Tunisian']",/Restaurant_Review-g187309-d3820561-Reviews-Saphir_Boulangerie_francaise-Munich_Upper_Bavaria_Bavaria.html,8.0
3956,,,/Restaurant_Review-g187849-d716273-Reviews-La_Bitta-Milan_Lombardy.html,2.0
3958,$,"['French', 'Greek']",/Restaurant_Review-g187147-d6154367-Reviews-Chez_Elene-Paris_Ile_de_France.html,10.0
3959,$$ - $$$,"['Italian', 'Mediterranean', 'European']",/Restaurant_Review-g187331-d10771996-Reviews-Ristorante_Italia-Hamburg.html,16.0
3960,$,,/Restaurant_Review-g189158-d7303687-Reviews-A_Loja-Lisbon_Lisbon_District_Central_Portugal.html,23.0
3961,,"['Austrian', 'European']",/Restaurant_Review-g190454-d2483870-Reviews-Wein_in_the_City-Vienna.html,4.0
3962,$$ - $$$,"['Mediterranean', 'Spanish']",/Restaurant_Review-g187514-d5776111-Reviews-La_Carpa-Madrid.html,17.0
3963,,"['Asian', 'Middle Eastern']",/Restaurant_Review-g186338-d3831228-Reviews-The_Barracuda-London_England.html,12.0
3964,,"['European', 'Czech']",/Restaurant_Review-g274707-d7124245-Reviews-U_Kozicek-Prague_Bohemia.html,12.0
3966,,,/Restaurant_Review-g189852-d12915944-Reviews-Restaurang_Yang-Stockholm.html,2.0
3967,,,/Restaurant_Review-g187849-d4883948-Reviews-Sergio_ed_Efisio_Chiosco_Bar-Milan_Lombardy.html,64.0
3968,$$ - $$$,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",/Restaurant_Review-g187514-d987918-Reviews-El_Ancla-Madrid.html,30.0
3969,,,/Restaurant_Review-g190454-d12423080-Reviews-Weinschenke_Schneider-Vienna.html,9.0
3970,,,/Restaurant_Review-g189852-d12956550-Reviews-Mackinlay_s_Inn-Stockholm.html,3.0
3971,,"['European', 'Czech']",/Restaurant_Review-g274707-d6360248-Reviews-Goticky-Prague_Bohemia.html,5.0
3972,,"['Italian', 'Pizza']",/Restaurant_Review-g187147-d7695263-Reviews-Speed_Rabbit_Pizza-Paris_Ile_de_France.html,6.0
3974,,,/Restaurant_Review-g187849-d10805589-Reviews-Pizzeria_La_Regina-Milan_Lombardy.html,5.0
3975,$$ - $$$,,/Restaurant_Review-g187265-d7026017-Reviews-Le_Petit_Bedon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,51.0
3976,,,/Restaurant_Review-g187147-d12946443-Reviews-La_Baguette_de_Paris-Paris_Ile_de_France.html,6.0
3977,,,/Restaurant_Review-g189158-d10470568-Reviews-Smarta-Lisbon_Lisbon_District_Central_Portugal.html,5.0
3978,,,/Restaurant_Review-g186605-d5863923-Reviews-Cafe_Savannah-Dublin_County_Dublin.html,2.0
3979,$,,/Restaurant_Review-g274887-d12563132-Reviews-Arioso_Flower_Cafe-Budapest_Central_Hungary.html,28.0
3980,,"['Italian', 'Pizza']",/Restaurant_Review-g274772-d13284225-Reviews-El_Toro_pizza_pasta-Krakow_Lesser_Poland_Province_Southern_Poland.html,5.0
3981,$$ - $$$,"['French', 'European']",/Restaurant_Review-g188644-d7047318-Reviews-Brasserie_le_Cerisier-Brussels.html,14.0
3982,,"['Cafe', 'European', 'Healthy']",/Restaurant_Review-g274856-d4084875-Reviews-Kepa_Cafe-Warsaw_Mazovia_Province_Central_Poland.html,1.0
3983,$$ - $$$,"['Bar', 'Pub']",/Restaurant_Review-g950786-d12789860-Reviews-Copain-Schaerbeek_Brussels.html,14.0
3984,,"['Turkish', 'Middle Eastern', 'Kosher']",/Restaurant_Review-g187323-d5818397-Reviews-King_Doner-Berlin.html,11.0
3985,,,/Restaurant_Review-g187147-d7112143-Reviews-Koscroute-Paris_Ile_de_France.html,1.0
3986,$$ - $$$,"['Brew Pub', 'Bar', 'Pub']",/Restaurant_Review-g187514-d11674463-Reviews-Beerhouse-Madrid.html,16.0
3987,,"['French', 'Fast Food']",/Restaurant_Review-g187147-d3335530-Reviews-Paris_5-Paris_Ile_de_France.html,5.0
3988,,"['Polish', 'European']",/Restaurant_Review-g274772-d12878787-Reviews-Jadlodajnia_Domowa-Krakow_Lesser_Poland_Province_Southern_Poland.html,1.0
3989,$$ - $$$,"['Italian', 'Pizza']",/Restaurant_Review-g187309-d7319177-Reviews-Cafe_Cucina_Bar_Loris-Munich_Upper_Bavaria_Bavaria.html,29.0
3990,$,,/Restaurant_Review-g189852-d9601144-Reviews-Kajsas_I_Parken-Stockholm.html,16.0
3991,$,,/Restaurant_Review-g187514-d5770272-Reviews-La_Esquina_del_Cafe-Madrid.html,29.0
3992,$$ - $$$,"['Austrian', 'European']",/Restaurant_Review-g190454-d8771801-Reviews-Mursteinerei-Vienna.html,12.0
3993,,"['Bar', 'Pub']",/Restaurant_Review-g187147-d12170617-Reviews-La_Halte_Des_Taxis-Paris_Ile_de_France.html,12.0
3994,,,/Restaurant_Review-g187323-d1359693-Reviews-Berliner_Stadtkrug_Inh_Jork_Radnik-Berlin.html,24.0
3995,,,/Restaurant_Review-g189158-d12185528-Reviews-Botica_do_Cafe-Lisbon_Lisbon_District_Central_Portugal.html,9.0
3996,,,/Restaurant_Review-g190454-d7193135-Reviews-Chez_Ferenc-Vienna.html,1.0
3997,,,/Restaurant_Review-g187323-d718330-Reviews-Cafe_Savarin-Berlin.html,2.0
3998,$$ - $$$,"['Chinese', 'Asian', 'Thai']",/Restaurant_Review-g187265-d8778165-Reviews-Le_Nouveau_Pavillon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,29.0
3999,$$ - $$$,"['German', 'European']",/Restaurant_Review-g187309-d11837651-Reviews-Wieners-Munich_Upper_Bavaria_Bavaria.html,23.0
4000,,,/Restaurant_Review-g189934-d12569102-Reviews-Mikura_sushi-Helsinki_Uusimaa.html,6.0
4001,,,/Restaurant_Review-g188113-d4148547-Reviews-Restaurant_im_Hau-Zurich.html,5.0
4002,$$ - $$$,,/Restaurant_Review-g189400-d7365708-Reviews-Zappeiou_Garden-Athens_Attica.html,13.0
4003,$$ - $$$,"['German', 'Austrian', 'Bar']",/Restaurant_Review-g190454-d5922033-Reviews-Simmeringer_Landbier-Vienna.html,71.0
4005,,,/Restaurant_Review-g274707-d7361468-Reviews-Bistro_Quido-Prague_Bohemia.html,8.0
4007,,,/Restaurant_Review-g189158-d8806051-Reviews-O_Celeiro_Da_Alameda-Lisbon_Lisbon_District_Central_Portugal.html,4.0
4008,$$ - $$$,"['Steakhouse', 'Spanish', 'Argentinean']",/Restaurant_Review-g187514-d4469008-Reviews-Bar_Parrillada_Iguazu-Madrid.html,28.0
4009,$$ - $$$,"['German', 'Diner']",/Restaurant_Review-g187323-d12731044-Reviews-Restaurant_Mittmann_s-Berlin.html,19.0
4010,$$ - $$$,"['Barbecue', 'European', 'Portuguese']",/Restaurant_Review-g189180-d12848754-Reviews-Taberna_de_Sao_Pedro-Porto_Porto_District_Northern_Portugal.html,16.0
4012,,,/Restaurant_Review-g187309-d11721669-Reviews-Markt_Metzger_AK_Gmbh-Munich_Upper_Bavaria_Bavaria.html,9.0
4013,$,"['Italian', 'Cafe']",/Restaurant_Review-g187791-d9712051-Reviews-Pasticceria_Siciliana_Roma-Rome_Lazio.html,124.0
4016,,,/Restaurant_Review-g187514-d5771798-Reviews-Burger_King-Madrid.html,2.0
4019,,,/Restaurant_Review-g186338-d4913173-Reviews-Mr_Pizza-London_England.html,3.0
4020,,"['Austrian', 'European']",/Restaurant_Review-g190454-d3210721-Reviews-Rotunde_Gastronomiebetrieb-Vienna.html,3.0
4021,,,/Restaurant_Review-g187147-d1091107-Reviews-Le_cafe_sushi-Paris_Ile_de_France.html,7.0
4022,,,/Restaurant_Review-g186338-d1043902-Reviews-Benjys-London_England.html,3.0
4023,,,/Restaurant_Review-g189852-d10250663-Reviews-Valhallagrillen-Stockholm.html,3.0
4024,$$ - $$$,"['Italian', 'Pizza', 'Vegetarian Friendly']",/Restaurant_Review-g186338-d13140471-Reviews-PizzaExpress-London_England.html,43.0
4025,$,,/Restaurant_Review-g187514-d5884445-Reviews-Foster_s_Hollywood_Montecarmelo-Madrid.html,26.0
4026,,,/Restaurant_Review-g190479-d11829473-Reviews-Baker_Hansen_Vinderen-Oslo_Eastern_Norway.html,5.0
4028,$,"['Italian', 'Mediterranean', 'Romana']",/Restaurant_Review-g187791-d3188675-Reviews-Dar_Panzetta-Rome_Lazio.html,100.0
4029,,,/Restaurant_Review-g187514-d8842542-Reviews-Heavens_Door-Madrid.html,6.0
4030,,,/Restaurant_Review-g187323-d5519160-Reviews-Call_A_Pizza-Berlin.html,1.0
4031,,,/Restaurant_Review-g187265-d5598307-Reviews-Asian_like-Lyon_Rhone_Auvergne_Rhone_Alpes.html,2.0
4032,,,/Restaurant_Review-g274856-d13171766-Reviews-Pizzeria_Prima-Warsaw_Mazovia_Province_Central_Poland.html,6.0
4033,,,/Restaurant_Review-g274873-d2517227-Reviews-Gostilna_pri_Bitencu-Ljubljana_Upper_Carniola_Region.html,7.0
4034,,,/Restaurant_Review-g187497-d3461265-Reviews-Sidreria_san_Fermin-Barcelona_Catalonia.html,32.0
